,ID,Title,Japanese,English,Synopsis,Type,Episodes,Status,Start_Aired,End_Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users,Ranked,Popularity,Members,Favorites,year
8065,17811,Kyoto Animation: Hassou-hen,京都アニメーションCM「発想編」,Imaginations,"While waiting in a park for someone to arrive, a certain person's mind begins to wander: in daydreams and visions, they watch parts of their surroundings transform into the one they await as they descend into these fantasies.

[Written by MAL Rewrite]",Special,1.0,Finished Airing,Apr 2012,Not Available,"Lantis, Rakuonsha",Unknown,Kyoto Animation,Original,Fantasy,Unknown,Unknown,30.0,G - All Ages,5.651,2185.0,105762.0,8072,4221,0,2012.0
17923,40030,Tayo-ui Jangnangam Adventure,타요의 장난감 어드벤처,Tayo Mission Ace 2 Tayo's Toy Adventure,"When Bella finds out that all the toys were not forgotten and was touched by Ace and Duri's friendship, she decides to help other toys to find their friends(owners) back. But, it seems that Louie isn't the lucky one to find his old friend, Kevin. Tayo and Lani decide to help Louie to find Kevin but there are adventures that they never thought of!

(Source: Official YouTube channel)",Special,1.0,Finished Airing,Apr 2019,Not Available,Unknown,Unknown,Unknown,Original,Adventure,Racing,Kids,16.0,G - All Ages,,,154692.0,17949,175,0,2019.0
1097,376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",エルフェンリート 通り雨にて 或いは、少女はいかにしてその心情に至ったか?（REGENSCHAUER）,Elfen Lied In the Passing Rain,"Having been accepted into the Kaede Inn, Nana struggles to find some way to contribute, though she inadvertently brings more trouble than assistance. However, Nana's worries are directed more towards fellow resident Nyu, whom she had only known as Lucy, the violent Diclonius. Fearful that Nyu will unleash the same horrific savagery—violence that scars Nana to this day—upon those close to her, Nana faces a dilemma: attempt to live peacefully alongside Lucy with all the uncertainty that that entails or dispose of the source of her worries, shattering the relationships she has formed at the inn. As Nana struggles to come to a decision, Nyu recalls a painful memory of one of her dearest friends and one of her greatest rivals.

[Written by MAL Rewrite]",Special,1.0,Finished Airing,"Apr 21, 2005",Not Available,VAP,ADV Films,Arms,Manga,"Drama, Horror, Supernatural, Ecchi","Gore, Psychological",teenager,25.0,R+ - Mild Nudity,7.151,109747.0,32322.0,1098,183915,233,2005.0
15030,8644,Sylvanian Families,シルバニアファミリー,Sylvanian Families - Magic Tricks And Other Adventures,"Enter the world of the Sylvanians, a community of tiny anthropomorphized animals who have the same difficulties that people do. But the Sylvanians are often able to work through those dilemmas, teaching the children who join them valuable life lessons.

(Source: Amazon.co.uk)
",Special,3.0,Finished Airing,"Apr 21, 2007","May 5, 2007","Shogakukan-Shueisha Productions, Epoch",Unknown,Unknown,Other,"Comedy, Fantasy",Unknown,Kids,25.0,G - All Ages,,,153442.0,15053,370,0,2007.0
5391,2615,Otome wa Boku ni Koishiteru Special,乙女はお姉さま[ボク]に恋してる 大きな少年少女の世界名作の森 ~ツンデレラ~,Otoboku Maidens are Falling for Me! Special,"Special DVD episode combining the storyline of Cinderella and Snow White (chibi style) with the ""Otome wa Boku ni Koishiteru"" cast.",Special,1.0,Finished Airing,"Apr 21, 2007",Not Available,Unknown,Media Blasters,feel.,Visual novel,"Comedy, Romance","Crossdressing, School",Unknown,24.0,PG-13 - Teens 13 or older,6.631,6299.0,56482.0,5396,11445,8,2007.0
7649,6628,Dengeki Bunko 2007 Movie Festival Special,電撃文庫MOVIE FESTIVAL - Special Opening Anime (2007),Unknown,"Played at Dengeki Bunko's Movie Festival on 21 April 2007 before the Shakugan no Shana, Inukami! and Kino no Tabi movies. It was later released on DVD and sold at Dengeki's 15th Anniversary event.",Special,1.0,Finished Airing,"Apr 21, 2007",Not Available,Unknown,Unknown,Unknown,Unknown,Comedy,Unknown,Unknown,3.0,G - All Ages,6.161,2092.0,82252.0,7655,4857,2,2007.0
7369,2517,Eikoku Koi Monogatari Emma: Intermission,英國戀物語エマ,Emma A Victorian Romance - Intermission,This special is a recap of the first season of Eikoku Koi Monogatari Emma: Intermission as well as a preview of the second season Eikoku Koi Monogatari Emma: Molders Hen.,Special,1.0,Finished Airing,"Apr 21, 2007",Not Available,Unknown,Nozomi Entertainment,Unknown,Unknown,"Drama, Romance, Slice of Life",Historical,teenager,24.0,G - All Ages,7.011,2238.0,38882.0,7375,5280,7,2007.0
4711,8668,Seikon no Qwaser Picture Drama,聖痕のクェイサー ピクチャードラマ,The Qwaser Of Stigmata Picture Drama,BD specials.,Special,16.0,Finished Airing,"Apr 21, 2010","Nov 24, 2010",TAKI Corporation,Unknown,Hoods Entertainment,Unknown,Ecchi,Unknown,Unknown,2.0,R+ - Mild Nudity,5.961,5615.0,92502.0,4716,16239,9,2010.0
16451,20205,Yama ni Kagayaku: Guide-ken Heiji Gou,山に輝く ガイド犬平治号,Unknown,A short story about a mountain guide dog Heiji.,Special,1.0,Finished Airing,"Apr 21, 2012",Not Available,Unknown,Unknown,Toei Animation,Unknown,"Drama, Slice of Life",Unknown,Unknown,28.0,G - All Ages,,,163112.0,16476,266,0,2012.0
5880,35720,ACCA: 13-ku Kansatsu-ka Specials,ACCA 13区監察課,Unknown,"The Kingdom of Dowa is free at last of political tensions and coup d'état rumors. Jean and Lotta Otus spend their days together with their best friend Niino, enjoying carefree conversations accompanied by alcohol and cigarettes. Although they look out for any potential threat to Dowa, even the administrative leaders of ACCA seem to relax in the long-awaited warmth of peace.

[Written by MAL Rewrite]
",Special,6.0,Finished Airing,"Apr 21, 2017","Aug 29, 2017",Unknown,Funimation,Madhouse,Manga,Slice of Life,Unknown,teenager,4.0,PG-13 - Teens 13 or older,6.811,2813.0,47572.0,5885,9335,9,2017.0
8804,35458,Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,株式会社ナイツ・バスターズ,Matoi the Sacred Slayer Nights Busters Inc.,An unaired thirteenth episode of Soushin Shoujo Matoi included with the second BD box set.,Special,1.0,Finished Airing,"Apr 21, 2017",Not Available,"Bandai Visual, Lantis",Unknown,White Fox,Original,Supernatural,Unknown,Unknown,24.0,PG-13 - Teens 13 or older,6.521,1110.0,62972.0,8813,3182,0,2017.0
6782,40334,Code Geass: Hangyaku no Lelouch Picture Drama - Kiseki no Anniversary,コードギアス 反逆のルルーシュ キセキのアニバーサリー,Code Geass Lelouch of the Rebellion Miraculous Anniversary,Unknown,Special,1.0,Finished Airing,"Apr 21, 2017",Not Available,Unknown,Unknown,Sunrise,Original,Slice of Life,School,Unknown,16.0,PG-13 - Teens 13 or older,6.301,1979.0,74642.0,6788,6542,1,2017.0
7129,689,Uta∽Kata: Shotou no Futanatsu,うた∽かた - 初冬の双夏,Utakata Summer Pair of Early Winter,"It's now winter in Kamakura. When Satsuki tells her friends that she'd seen Manatsu, Ichika at first doesn't believe it. But on the day before her 15th birthday, Manatsu's mirror fragment inside Ichika's desk drawer mysteriously disappears. That evening, a young girl calling herself ""Mafuyu, Manatsu's identical twin"" appears before Ichika with a mischievous smirk on her face.

(Source: AniDB)",Special,1.0,Finished Airing,"Apr 22, 2005",Not Available,"Bandai Visual, gimik",Sentai Filmworks,Hal Film Maker,Original,Drama,Unknown,Unknown,24.0,PG-13 - Teens 13 or older,6.891,3029.0,43742.0,7135,5728,6,2005.0
11337,6107,Aruhi no Clamp Gakuen Tanteidan,ある日のCLAMP学園探偵団,CLAMP School Detectives Shorts,DVD short specials featuring characters from the original series as well as Gakuen Tokukei Duklyon and 20 Mensou ni Onegai!! all done in a chibi-comedy format.,Special,13.0,Finished Airing,"Apr 22, 2005",Not Available,Bandai Visual,Maiden Japan,Pierrot,Manga,Comedy,Unknown,Unknown,1.0,G - All Ages,6.031,348.0,88942.0,11349,1243,1,2005.0
6210,19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,続 夏目友人帳 3Ｄニャンコ先生劇場,Unknown,Short 3D Nyanko-sensei animations bundled on BD/DVD's of the Zoku Natsume Yuujinchou series.,Special,5.0,Finished Airing,"Apr 22, 2009","Aug 26, 2009",Aniplex,Unknown,Brain's Base,Manga,Comedy,Unknown,Unknown,29.0,G - All Ages,5.011,2882.0,123722.0,6216,8101,7,2009.0
11563,33228,Mobile Suit Gundam-san: Hiyoko Days ― Suisei Hiyoko to Fushigi na Ofuda,機動戦士ガンダムさん ヒヨコ day's ―彗星ヒヨコとふしぎなおふだ,Unknown,"Additional episode of Gundam-san, included in BD & DVD.",Special,1.0,Finished Airing,"Apr 22, 2016",Not Available,Unknown,Unknown,Sunrise,Unknown,Comedy,"Mecha, Parody",Unknown,6.0,PG-13 - Teens 13 or older,5.561,213.0,108802.0,11575,1136,0,2016.0
6150,33360,Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e Picture Drama,コードギアス 亡国のアキト 第5章 映像特典 「劇場予告」,Unknown,Picture drama included in the Code Geass: Boukoku no Akito 5th Blu-ray/DVD release.,Special,1.0,Finished Airing,"Apr 22, 2016",Not Available,Unknown,Unknown,Sunrise,Original,Comedy,Military,Unknown,8.0,PG-13 - Teens 13 or older,6.491,2152.0,64202.0,6156,8345,13,2016.0
7266,1479,City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,シティーハンタースペシャル 緊急生中継!?凶悪犯冴羽リョウの最期,Unknown,"City Hunter, Saeba Ryo, after months of idleness, finally scores a client and it is none other than the beautiful Mega City TV newscaster, Sayaka, who fears for her life. What's more, the enemy are her employers who are ready to resort to any means necessary to kill her. Ryo takes on the might of a TV station in a bid to save Sayaka, but finds that all is not what it seems...",Special,1.0,Finished Airing,"Apr 23, 1999",Not Available,Unknown,Discotek Media,Sunrise,Unknown,Unknown,Unknown,young boy,91.0,PG-13 - Teens 13 or older,7.381,2237.0,20842.0,7272,5467,8,1999.0
8777,1898,Hikari to Mizu no Daphne Specials,光と水のダフネ,Unknown,"Two bonus episodes that take place during the course of the series, approximately halfway through it seems. They are entitled 'Everything you always wanted to know about Nereids (but were afraid to ask)' and 'Heaven can wait for Maia Mizuki'. These stories are more lighthearted and comedic in tone, bordering on silly.",Special,2.0,Finished Airing,"Apr 23, 2004","Oct 22, 2004",Unknown,Sentai Filmworks,J.C.Staff,Original,"Action, Comedy, Ecchi",Unknown,Unknown,24.0,PG-13 - Teens 13 or older,6.651,1376.0,55492.0,8786,3198,0,2004.0
11334,28813,Bamboo Blade: Fanfu-Fufe-Fo,バンブーブレード：ふぁんふ～ふふぇ～ふぉ,Unknown,Bamboo Blade specials released on DVD volumes 4 and 6. Done in a chibi flash animation style and set to bizzare scenarios.,Special,2.0,Finished Airing,"Apr 23, 2008","Jun 25, 2008",Unknown,Unknown,AIC ASTA,Unknown,Comedy,"Combat Sports, Parody",Unknown,3.0,G - All Ages,5.611,272.0,107192.0,11346,1245,1,2008.0
2786,7870,Baka to Test to Shoukanjuu Specials,バカとテストと召喚獣 映像特典,Unknown,The candid shots of Muttsurini's female and male classmates that fund his surveillance habits.,Special,6.0,Finished Airing,"Apr 23, 2010","Sep 22, 2010",Unknown,Funimation,SILVER LINK.,Light novel,Comedy,School,Unknown,4.0,PG-13 - Teens 13 or older,7.281,21891.0,25802.0,2788,47438,36,2010.0
3534,8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday,コードギアス 反逆のルルーシュ キセキの誕生日[バースデー],Unknown,"On a lively December day at Ashford Academy, the students are joyously preparing for tomorrow’s school festival. However, the celebrations come to an abrupt halt when terrorists strike the academy. The students are taken hostage and put under lockdown as militant remnants of the Neo-Chinese Federation seize control of the school.

Little do the aggressors realize that among the student body are those with extraordinary powers, including the Geass-wielding Lelouch Lamperouge and Britannian soldier Suzaku Kururugi. To protect their school and restore the peace, Lelouch and the student council must band together again to bring about one last miracle.

[Written by MAL Rewrite]",Special,1.0,Finished Airing,"Apr 23, 2010",Not Available,Unknown,Unknown,Sunrise,Original,Supernatural,School,Unknown,27.0,PG-13 - Teens 13 or older,6.831,12640.0,46732.0,3535,30510,28,2010.0
5645,18881,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Omake Flash,コードギアス 反逆のルルーシュ キセキの誕生日[バースデー] おまけFLASH,Unknown,From the Code Geass: Lelouch of the Rebellion - Kiseki no Birthday DVD/Blu-ray. It is different from the 9 Omake Flash specials included in the Code Geass R2 DVD/Blu-ray. ,Special,1.0,Finished Airing,"Apr 23, 2010",Not Available,Unknown,Unknown,Sunrise,Original,Supernatural,School,Unknown,3.0,PG-13 - Teens 13 or older,5.571,3192.0,108642.0,5650,10212,4,2010.0
2412,21879,Sword Art Online: Sword Art Offline - Extra Edition,そーどあーと・おふらいん Extra Edition,Sword Art Offline Extra Edition,Extra episode of Sword Art Offline included in the Sword Art Online: Extra Edition Blu-ray and DVD.,Special,1.0,Finished Airing,"Apr 23, 2014",Not Available,Unknown,Aniplex of America,I was a Ballerina,Light novel,Comedy,Unknown,Unknown,13.0,PG-13 - Teens 13 or older,6.571,27046.0,59932.0,2414,61957,85,2014.0
7893,30686,Pokemon XY: Hoopa no Odemashi Daisakusen!!,フーパのおでまし大作戦！！,Unknown,A short series featuring the mythical Pokemon Hoopa.,Special,6.0,Finished Airing,"Apr 23, 2015","May 28, 2015",TV Tokyo,Unknown,OLM,Game,"Comedy, Fantasy",Unknown,Kids,40.0,PG - Children,6.101,1777.0,85532.0,7900,4466,0,2015.0
9782,5043,Hurricane Live! 2032,バブルガムクライシス Hurricane Live! 2032,Unknown,"Elements of the Bubblegum Crisis series in an MTV-styled rock video. Clips from the series are combined with the music of Kinuko Omori and the Knight Sabers.

(Source: Facets Multimedia)",Special,6.0,Finished Airing,"Apr 24, 1988",Not Available,Youmex,Unknown,"AIC, Artmic",Unknown,Unknown,"Adult Cast, Music",Unknown,4.0,PG-13 - Teens 13 or older,6.661,837.0,55192.0,9794,2219,3,1988.0
9757,6437,Sora wo Kakeru Shoujo Picture Drama,宇宙をかける少女 ピクチャードラマ,Girl Who Leapt Through Space Picture Drama,Short specials added to DVDs and Blu-rays.,Special,9.0,Finished Airing,"Apr 24, 2009","Nov 24, 2009",Unknown,Unknown,Sunrise,Unknown,"Adventure, Comedy, Sci-Fi",Space,Unknown,3.0,R+ - Mild Nudity,6.251,771.0,77862.0,9768,2240,2,2009.0
4554,17273,Hetalia: The Beautiful World Specials,ヘタリア The Beautiful World,Unknown,"Special episodes released with the Hetalia: The Beautiful World BD/DVDs.

Include 4 episodes:

Extra 1: Buon San Valentino - First Part
Extra 2: Buon San Valentino - Last Part
Extra 3: The Centennial Gift
Extra 4: Liechtenstein and the Hedgehog Country",Special,4.0,Finished Airing,"Apr 24, 2013","Oct 30, 2013",Frontier Works,Funimation,Studio Deen,Web manga,Comedy,"Anthropomorphic, Historical, Parody",Unknown,5.0,PG-13 - Teens 13 or older,7.471,7319.0,17802.0,4559,17611,16,2013.0
4567,17391,Senyuu. Specials,戦勇。,Unknown,"Unaired episodes of Senyuu. released with BD/DVD volumes.

1. Yuusha, Nagurareru. / Nise Panda no Seitai (Vol. 1)
2. Shitsujichou no Tabi Sono 1 (Vol. 2)
3. Shitsujichou no Tabi Sono 2 (Vol. 3)
4. Gakuen Senyuu.: Seishun Monogatari (Vol. 4)",Special,4.0,Finished Airing,"Apr 24, 2013","Nov 22, 2013",Unknown,Unknown,"Ordet, LIDENFILMS",Web manga,"Action, Comedy, Fantasy",Unknown,young boy,5.0,PG-13 - Teens 13 or older,7.001,9236.0,39442.0,4572,17500,8,2013.0
18572,39778,Skyers 5 EX,スカイヤーズ5 EX,Unknown,Unreleased episodes of Skyers 5 released to the public nearly five decades later on the HD Remaster DVD-BD Box Set 1.,Special,3.0,Finished Airing,"Apr 24, 2015",Not Available,Unknown,Unknown,Unknown,Manga,"Action, Sci-Fi",Unknown,young boy,20.0,G - All Ages,,,151342.0,18598,137,0,2015.0
2977,30311,Kuroko no Basket 3rd Season NG-shuu,黒子のバスケ3期 NG集,Unknown,Animated bloopers included with the Blu-ray/DVD releases of the Kuroko no Basket 3rd Season.,Special,9.0,Finished Airing,"Apr 24, 2015","Dec 24, 2015",Bandai Visual,Unknown,Production I.G,Manga,"Comedy, Sports",Team Sports,Unknown,2.0,PG-13 - Teens 13 or older,7.681,17119.0,11492.0,2979,41907,82,2015.0
4588,39606,Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,うちのメイドがウザすぎる！うちのメイドはやっぱりもうホントウザいんだなあ......,UzaMaid! My Maid Is Still Seriously Way Too Annoying...,Special swimsuit-featured episode included in the fourth DVD/Blu-ray volume.,Special,1.0,Finished Airing,"Apr 24, 2019",Not Available,Unknown,Unknown,Doga Kobo,Manga,"Comedy, Girls Love, Slice of Life",Unknown,Unknown,24.0,PG-13 - Teens 13 or older,6.881,8724.0,44162.0,4593,17333,3,2019.0
6716,1478,City Hunter: Goodbye My Sweetheart,シティーハンタースペシャル グッド・バイ・マイ・スイート・ハート,City Hunter The Motion Picture,"Ryo Saeba (aka the City Hunter), is a private detective in the city of Tokyo. Together with sidekick Kaori Makimura, Ryo is hired by actress Emi Makaze to find her long lost brother. The woman's brother turns out to be ""The Professor"", a dillusional ex-soldier who's planing to destroy the Shinjuku district of Tokyo. Kaori is assigned to guard Emi, but they both get caught up in the Professor's scheme. The City Hunter must save them, without allowing downtown Tokyo to be destroyed. 

(Source: ANN)",Special,1.0,Finished Airing,"Apr 25, 1997",Not Available,Unknown,Discotek Media,Sunrise,Unknown,"Adventure, Comedy",Unknown,young boy,90.0,PG-13 - Teens 13 or older,7.501,2785.0,16762.0,6722,6686,5,1997.0
16201,40302,Ninja Bugei-chou Pilot Film,忍者武芸帳 パイロットフィルム,Unknown,"An animated pilot film for Ninja Bugei-chou released to the public over three decades later on Ninpuu Kamui Gaiden DVD volume 7.

The pilot film was created in 1969 as director Nagisa Ooshima was wanting to make a TV animation to build off his controversial film from 1967. The pilot was rejected by Shirato himself (the original comic creator the film was based on) and the plan was changed to animate Ninpuu Kamui Gaiden instead, a side story to the Kamui Den manga also created by Shirato. Though with this change, Ooshima did not partake in Ninpuu Kamui Gaiden's production.",Special,1.0,Finished Airing,"Apr 25, 2000",Not Available,TCJ,Unknown,Unknown,Manga,Action,"Historical, Samurai",teenager,1.0,PG-13 - Teens 13 or older,,,138742.0,16226,283,0,2000.0
13557,30066,L/R: Licensed by Royal Special,L/R -Licensed by Royal-,Licensed by Royalty,"Chronologically episode 4, this special never aired on TV.",Special,1.0,Finished Airing,"Apr 25, 2003",Not Available,"Victor Entertainment, Fuji TV, Pioneer LDC",Geneon Entertainment USA,TNK,Original,"Action, Adventure, Mystery",Detective,Unknown,23.0,PG-13 - Teens 13 or older,6.051,168.0,88282.0,13575,571,0,2003.0
12702,8180,Koisuru Tenshi Angelique: Chibi Character Adventure 2,恋する天使アンジェリーク ちびキャラAdventure 2,Loving Angel Angelique Chibi Adventure Special 2,"Another animated short from the Angelique series, this time featuring the Holy Beast Guardians! This just looks like a whole lot of random insanity, which turns out to be just a dream.

(Source: Dailymotion)",Special,1.0,Finished Airing,"Apr 25, 2007",Not Available,Unknown,Unknown,Unknown,Unknown,"Adventure, Comedy",Unknown,Unknown,4.0,G - All Ages,5.781,183.0,100422.0,12716,762,1,2007.0
7543,3234,009-1: R&B,MissionExtra「R&B」,Unknown,"Mylene Hoffman, also known by the code name ""009-1"" is a beautiful cyborg spy. Instructed by her superior ""Number Zero,"" she is assigned to eliminate a Jazz musician who is suspected to be a double agent. However, as she gets closer to the musician, she begins to slowly loses suspicions. Can she complete the mission before she falls in love?

[Written by MAL Rewrite]",Special,1.0,Finished Airing,"Apr 25, 2007",Not Available,Aniplex,"ADV Films, Funimation",Unknown,Manga,"Action, Sci-Fi",Unknown,teenager,25.0,R - 17+ (violence & profanity),6.291,2069.0,75472.0,7549,5043,4,2007.0
5484,5196,Aria the Origination Picture Drama,ARIA The ORIGINATION (アリア ジ・オリジネーション ピクチャードラマ),Aria The Origination Picture Drama,Picture Dramas bundled on the DVD volumes.,Special,7.0,Finished Airing,"Apr 25, 2008","Oct 25, 2008",Unknown,Nozomi Entertainment,Hal Film Maker,Manga,"Fantasy, Sci-Fi, Slice of Life",Iyashikei,young boy,7.0,G - All Ages,7.021,4770.0,38282.0,5489,10986,15,2008.0
3697,3354,Zombie-Loan Specials,ZOMBIE-LOAN ゾンビローン,Zombie-Loan,The series was originally planned to be 20+ episodes but was cut short due to unknown circumstances. These specials released on the 7th DVD volume continue the story.,Special,2.0,Finished Airing,"Apr 25, 2008",Not Available,"Nihon Ad Systems, XEBEC M2",Discotek Media,Xebec,Manga,"Action, Horror, Supernatural",Unknown,young boy,23.0,PG-13 - Teens 13 or older,7.011,14846.0,38522.0,3700,27911,17,2008.0
3733,12505,C³: Rinkan Gakkou Confusion!,-シーキューブ- 林間学校こんふゅーじょん!,C³ - CubexCursedxCurious Special,Unaired episode included with the fifth volume of the Blu-ray. The gang goes on a school trip. ,Special,1.0,Finished Airing,"Apr 25, 2012",Not Available,Unknown,Funimation,SILVER LINK.,Light novel,"Action, Comedy, Supernatural, Ecchi",School,Unknown,29.0,PG-13 - Teens 13 or older,6.721,14291.0,51842.0,3736,27284,10,2012.0
7116,37973,Märchen Mädchen Specials,メルヘン・メドヘン,Maerchen Maedchen,"Episodes 11 and 12 of Märchen Mädchen, included on the sixth Blu-ray/DVD volume.",Special,2.0,Finished Airing,"Apr 25, 2019",Not Available,Unknown,Unknown,Hoods Entertainment,Light novel,Fantasy,"Isekai, School",Unknown,23.0,PG-13 - Teens 13 or older,6.031,2370.0,89202.0,7122,5772,2,2019.0
16744,42699,Microphone Soul Spinners: Kotodama Shoujo - Furikaeri Douga,Microphone Soul Spinners ～言霊少女～ 振り返り動画,Unknown,"Summary of the first 12 episodes of Kotodama Shoujo, aired on the official YouTube channel.",Special,1.0,Finished Airing,"Apr 25, 2020",Not Available,Unknown,Unknown,Unknown,Original,Unknown,Music,Unknown,5.0,PG-13 - Teens 13 or older,,,134352.0,16769,244,0,2020.0
15842,11625,Donbe Monogatari,どんべえ物語,Unknown,"Researcher Mutsugoro takes his family to a remote and uninhabited island near Hokkaido, to study the local population of wild bears. Nearby poachers make his life difficult, and he ""inherits"" an orphaned bear cub, whom the family call Donbe and raise as one of their own.",Special,1.0,Finished Airing,"Apr 26, 1981",Not Available,Unknown,Unknown,Eiken,Unknown,Unknown,Unknown,Kids,71.0,G - All Ages,,,176692.0,15866,307,0,1981.0
10268,1001,Tide-Line Blue: Kyoudai,タイドライン・ブルー 兄弟,Unknown,DVD only 13th episode of the series.,Special,1.0,Finished Airing,"Apr 26, 2006",Not Available,"Bandai Visual, TV Asahi, Lantis",Bandai Entertainment,Telecom Animation Film,Original,"Adventure, Drama",Unknown,young boy,23.0,PG-13 - Teens 13 or older,6.581,858.0,59112.0,10279,1880,1,2006.0
12129,18003,Thermae Romae x TOTO Collaboration,テルマエ・ロマエｘ TOTO企業コラボレーション,Unknown,"Lucius ends up at the presentation of bathroom and toilet equipment by Japanese toilet manufacturer TOTO, where he learns about the most recent technological advances in that field.",Special,1.0,Finished Airing,"Apr 26, 2012",Not Available,Unknown,Unknown,DLE,Unknown,Comedy,Historical,teenager,2.0,PG-13 - Teens 13 or older,6.021,325.0,89732.0,12142,927,0,2012.0
8425,33103,Zekkyou Gakkyuu: Tensei,絶叫学級 転生,Unknown,"A girl's classmate disappears during a game of hide-and-seek. When she goes out to look for him, she hides when she hears someone pursuing her. After a while, she peeks out to see if her pursuer has given up.

(Source: ANN)",Special,2.0,Finished Airing,"Apr 26, 2016","May 31, 2016",Unknown,Unknown,Unknown,Manga,"Horror, Supernatural",Unknown,young girl,1.0,G - All Ages,5.391,1481.0,114872.0,8433,3691,0,2016.0
10917,21701,Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,金田一少年の事件簿 SP「死神病院殺人事件」,Unknown,"A one-hour special that aired after a month of the series' absence on television between episodes 23 and 24.

Kindaichi will have to investigate in a hospital where series of murder happen.",Special,1.0,Finished Airing,"Apr 27, 1997",Not Available,Unknown,Unknown,Toei Animation,Manga,Mystery,Unknown,young boy,48.0,R - 17+ (violence & profanity),6.661,484.0,55242.0,10929,1463,1,1997.0
11977,10409,Kyouhaku: Owaranai Ashita - Special Stage,SPECIAL STAGE 誰がために鐘はなる,The Blackmail Tomorrow Never Ends - Special Stage,Events of the original 3 episodes are being retold by Aya.,Special,1.0,Finished Airing,"Apr 27, 2001",Not Available,Pink Pineapple,Unknown,Production D.M.H,Visual novel,Hentai,Unknown,Unknown,35.0,Rx - Hentai,5.201,272.0,,11990,971,0,2001.0
4564,2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,名探偵くんくん,Unknown,"Extra animation from the PS2 game.

7-minutes skit of an 'actual Kunkun episode' from the Rozen Maiden series.",Special,1.0,Finished Airing,"Apr 27, 2006",Not Available,Mellow Head,Unknown,Nomad,Manga,"Comedy, Mystery",Unknown,Unknown,7.0,PG-13 - Teens 13 or older,6.471,8251.0,65452.0,4569,17511,20,2006.0
11595,37856,Hakyuu Houshin Engi Recap,覇穹 封神演義,Hakyu Hoshin Engi Recap,Recap episode of Hakyuu Houshin Engi.,Special,1.0,Finished Airing,"Apr 27, 2018",Not Available,Unknown,Unknown,C-Station,Manga,"Adventure, Fantasy, Supernatural",Mythology,young boy,23.0,PG-13 - Teens 13 or older,5.161,409.0,120862.0,11607,1124,0,2018.0
3477,36992,Tomie,富江,Unknown,"Memories, both good and bad, suffuse the high school experience. Whether it's hanging out with friends or cramming for tests, everyone has something they will remember from that time in their lives. At a certain high school, one class is faced with an event that can cause people to look back on their high school days in sadness: the death of a student.

The deceased is not just any student—she's Tomie Kawakami, a popular girl with an almost otherworldly beauty. Her death was particularly gruesome: her body was dismembered and the pieces scattered. As the class tries to make sense of the situation, they are shocked when a familiar voice calls out to them from the doorway, apologizing for being late.

With raven hair and a beauty mark under her left eye, this girl is the spitting image of their murdered classmate. But she can't actually be Tomie, right?

[Written by MAL Rewrite]",Special,2.0,Finished Airing,"Apr 27, 2018","May 25, 2018",Unknown,Unknown,Studio Deen,Manga,"Drama, Horror, Supernatural",Unknown,female,10.0,R - 17+ (violence & profanity),6.171,13124.0,81802.0,3479,31348,89,2018.0
5865,37172,Nanatsu no Bitoku Specials,七つの美徳,Unknown,Unaired episodes included with the Blu-ray and DVD release of Nanatsu no Bitoku. ,Special,2.0,Finished Airing,"Apr 27, 2018",Not Available,Hobby Japan,Sentai Filmworks,Bridge,Other,"Fantasy, Ecchi",Unknown,Unknown,4.0,R+ - Mild Nudity,5.471,3366.0,112142.0,5870,9390,10,2018.0
8550,6607,Superflat First Love,すーぱーふらっと・ファーストラブ,Unknown,"6 years after she was swallowed by the Panda Geant, Aya is once again taken into the Multicolor Monogram world and even travels back in time to Paris, 1897 where she meets the young Gaston-Louis Vuitton, both fallen head over heels with each other. What will happen to their young love?",Special,1.0,Finished Airing,"Apr 28, 2009",Not Available,Unknown,Unknown,Unknown,Original,"Adventure, Fantasy",Unknown,Unknown,3.0,G - All Ages,5.621,2109.0,106682.0,8559,3515,1,2009.0
3197,10739,Panty & Stocking in Sanitarybox,Panty & Stocking in Sanitarybox,Unknown,A special short included with the 5th DVD/BD release.,Special,1.0,Finished Airing,"Apr 28, 2011",Not Available,Unknown,Funimation,Gainax,Original,"Action, Avant Garde, Comedy, Supernatural, Ecchi",Parody,Unknown,8.0,R - 17+ (violence & profanity),6.381,19653.0,70782.0,3199,37012,53,2011.0
4693,17635,Koitabi: True Tours Nanto,恋旅～True Tours Nanto～,Unknown,The short tells three love stories set in Nanto. ,Special,6.0,Finished Airing,"Apr 28, 2013",Not Available,Unknown,Unknown,P.A. Works,Original,Romance,Unknown,Unknown,7.0,PG-13 - Teens 13 or older,6.871,6416.0,44762.0,4698,16419,9,2013.0
